1097.510000,-210.387000,1595.770000,1043.910000,-336.819000,1606.130000,961.326000,-149.139000,1626.610000,913.299000,-283.066000,1638.900000,842.406000,-211.239000,1469.880000,779.563000,-228.927000,1218.360000,986.778000,-249.658000,1386.910000,1028.880000,-277.033000,1207.900000,753.993000,-348.157000,1368.340000,909.872000,-45.016000,1434.230000,888.108000,53.461100,1334.180000,907.269000,174.161000,1237.960000,1003.560000,196.823000,1276.810000,1123.020000,150.086000,1325.750000,1127.230000,228.153000,1322.320000,1120.650000,183.668000,1389.990000,852.944000,-386.059000,1478.300000,798.021000,-519.330000,1435.070000,757.425000,-649.596000,1406.950000,827.845000,-679.083000,1485.350000,943.960000,-634.821000,1543.420000,940.543000,-710.759000,1555.830000,943.310000,-662.258000,1621.540000,960.536000,-151.536000,976.766000,886.824000,-411.530000,981.286000,754.793000,-180.250000,1003.380000,721.942000,-290.350000,1001.010000,907.367000,-32.348700,818.141000,907.106000,60.384100,514.377000,874.946000,153.658000,361.543000,822.877000,239.143000,85.935500,759.357000,202.991000,63.256400,965.028000,224.566000,50.418200,818.216000,-501.691000,800.762000,891.494000,-620.097000,521.442000,846.498000,-692.263000,343.972000,840.576000,-753.263000,75.766200,803.445000,-699.988000,54.421000,990.840000,-801.298000,50.959200
1096.120000,-211.315000,1596.870000,1041.650000,-337.372000,1607.080000,960.094000,-149.095000,1626.580000,911.120000,-282.688000,1638.770000,841.617000,-211.016000,1469.570000,779.507000,-228.591000,1217.880000,986.107000,-249.857000,1386.930000,1028.480000,-277.301000,1207.970000,753.102000,-347.564000,1367.750000,909.570000,-44.972800,1434.180000,887.883000,53.395000,1333.980000,907.097000,174.089000,1237.820000,1003.280000,196.707000,1276.950000,1122.530000,149.943000,1326.390000,1126.830000,228.001000,1322.800000,1119.860000,183.653000,1390.530000,851.602000,-385.866000,1477.950000,796.248000,-518.911000,1434.510000,755.266000,-649.008000,1406.250000,825.556000,-678.658000,1484.680000,941.804000,-634.694000,1542.770000,938.056000,-710.635000,1555.260000,941.016000,-662.026000,1620.930000,961.251000,-151.682000,976.801000,886.917000,-411.587000,980.978000,755.360000,-179.944000,1002.930000,722.261000,-289.969000,1000.460000,908.451000,-32.310400,818.013000,908.062000,60.448200,514.206000,875.654000,153.698000,361.413000,822.935000,239.144000,85.939100,759.392000,202.961000,63.318900,965.036000,224.542000,50.408600,818.449000,-501.525000,800.447000,892.036000,-620.301000,521.446000,846.877000,-692.408000,344.017000,840.585000,-753.244000,75.769500,803.471000,-699.955000,54.436100,990.827000,-801.307000,51.017400
1094.830000,-212.369000,1597.880000,1039.470000,-338.036000,1607.920000,959.010000,-149.154000,1626.520000,909.073000,-282.406000,1638.610000,840.894000,-210.868000,1469.270000,779.449000,-228.294000,1217.420000,985.475000,-250.115000,1386.920000,1028.090000,-277.597000,1208.000000,752.248000,-347.027000,1367.150000,909.319000,-44.996300,1434.140000,887.684000,53.276000,1333.820000,906.932000,173.974000,1237.700000,1003.030000,196.573000,1277.060000,1122.070000,149.790000,1326.970000,1126.490000,227.836000,1323.200000,1119.140000,183.648000,1391.010000,850.320000,-385.753000,1477.560000,794.500000,-518.550000,1433.870000,753.103000,-648.456000,1405.410000,823.265000,-678.318000,1483.850000,939.664000,-634.702000,1541.980000,935.573000,-710.649000,1554.500000,938.742000,-661.968000,1620.170000,961.917000,-151.835000,976.825000,886.980000,-411.655000,980.656000,755.882000,-179.669000,1002.490000,722.543000,-289.622000,999.921000,909.465000,-32.289900,817.885000,908.981000,60.496300,514.038000,876.332000,153.729000,361.287000,822.991000,239.145000,85.943000,759.425000,202.929000,63.380300,965.042000,224.518000,50.399200,818.666000,-501.388000,800.137000,892.578000,-620.539000,521.456000,847.257000,-692.576000,344.062000,840.596000,-753.231000,75.771100,803.498000,-699.927000,54.453800,990.820000,-801.323000,51.061900
1093.640000,-213.547000,1598.780000,1037.380000,-338.808000,1608.660000,958.073000,-149.311000,1626.440000,907.153000,-282.213000,1638.420000,840.232000,-210.787000,1468.980000,779.388000,-228.034000,1216.980000,984.879000,-250.427000,1386.870000,1027.690000,-277.916000,1207.970000,751.428000,-346.541000,1366.550000,909.117000,-45.080800,1434.120000,887.516000,53.111000,1333.690000,906.780000,173.819000,1237.600000,1002.800000,196.417000,1277.160000,1121.670000,149.613000,1327.500000,1126.210000,227.646000,1323.520000,1118.520000,183.632000,1391.420000,849.093000,-385.713000,1477.150000,792.777000,-518.244000,1433.160000,750.937000,-647.939000,1404.440000,820.975000,-678.061000,1482.880000,937.541000,-634.843000,1541.040000,933.094000,-710.799000,1553.570000,936.489000,-662.083000,1619.250000,962.537000,-151.993000,976.841000,887.015000,-411.734000,980.326000,756.360000,-179.424000,1002.070000,722.791000,-289.309000,999.392000,910.411000,-32.287600,817.757000,909.859000,60.527100,513.873000,876.978000,153.749000,361.166000,823.046000,239.147000,85.947800,759.457000,202.896000,63.439800,965.046000,224.494000,50.390200,818.863000,-501.280000,799.834000,893.109000,-620.807000,521.471000,847.631000,-692.764000,344.108000,840.609000,-753.224000,75.770700,803.525000,-699.905000,54.474200,990.818000,-801.345000,51.092700
1092.550000,-214.849000,1599.590000,1035.370000,-339.684000,1609.300000,957.279000,-149.565000,1626.350000,905.355000,-282.105000,1638.200000,839.628000,-210.769000,1468.700000,779.325000,-227.806000,1216.550000,984.316000,-250.788000,1386.800000,1027.290000,-278.254000,1207.910000,750.640000,-346.100000,1365.960000,908.962000,-45.221200,1434.120000,887.380000,52.906300,1333.590000,906.647000,173.626000,1237.530000,1002.620000,196.236000,1277.250000,1121.330000,149.403000,1327.970000,1125.990000,227.421000,1323.770000,1118.000000,183.588000,1391.770000,847.917000,-385.742000,1476.710000,791.080000,-517.987000,1432.390000,748.772000,-647.453000,1403.360000,818.687000,-677.884000,1481.780000,935.438000,-635.115000,1539.980000,930.622000,-711.083000,1552.480000,934.258000,-662.368000,1618.200000,963.112000,-152.156000,976.851000,887.022000,-411.823000,979.991000,756.798000,-179.208000,1001.650000,723.007000,-289.028000,998.876000,911.291000,-32.303800,817.630000,910.695000,60.540000,513.712000,877.591000,153.758000,361.051000,823.098000,239.147000,85.953700,759.486000,202.860000,63.496700,965.047000,224.468000,50.381700,819.035000,-501.197000,799.540000,893.622000,-621.100000,521.491000,847.993000,-692.969000,344.153000,840.625000,-753.223000,75.767900,803.552000,-699.889000,54.497000,990.821000,-801.375000,51.110000
1091.560000,-216.272000,1600.310000,1033.430000,-340.662000,1609.840000,956.624000,-149.912000,1626.260000,903.675000,-282.078000,1637.970000,839.076000,-210.807000,1468.430000,779.258000,-227.606000,1216.150000,983.783000,-251.196000,1386.700000,1026.890000,-278.610000,1207.810000,749.879000,-345.701000,1365.370000,908.852000,-45.413100,1434.140000,887.279000,52.667600,1333.530000,906.540000,173.399000,1237.490000,1002.480000,196.026000,1277.340000,1121.050000,149.151000,1328.380000,1125.840000,227.152000,1323.970000,1117.590000,183.498000,1392.070000,846.788000,-385.832000,1476.250000,789.408000,-517.775000,1431.560000,746.611000,-646.995000,1402.190000,816.405000,-677.784000,1480.570000,933.356000,-635.515000,1538.820000,928.157000,-711.498000,1551.260000,932.053000,-662.820000,1617.030000,963.646000,-152.323000,976.857000,887.003000,-411.920000,979.655000,757.197000,-179.018000,1001.260000,723.192000,-288.774000,998.375000,912.110000,-32.338100,817.504000,911.486000,60.534500,513.556000,878.169000,153.755000,360.940000,823.149000,239.145000,85.961100,759.513000,202.822000,63.550500,965.045000,224.441000,50.374100,819.178000,-501.137000,799.256000,894.106000,-621.413000,521.514000,848.338000,-693.188000,344.195000,840.643000,-753.229000,75.762600,803.581000,-699.878000,54.521900,990.828000,-801.413000,51.114800
1090.670000,-217.815000,1600.940000,1031.570000,-341.739000,1610.300000,956.104000,-150.349000,1626.160000,902.107000,-282.129000,1637.720000,838.574000,-210.895000,1468.180000,779.187000,-227.431000,1215.760000,983.277000,-251.645000,1386.590000,1026.480000,-278.982000,1207.680000,749.144000,-345.339000,1364.800000,908.785000,-45.652300,1434.180000,887.217000,52.400000,1333.510000,906.462000,173.142000,1237.490000,1002.380000,195.785000,1277.420000,1120.830000,148.847000,1328.750000,1125.760000,226.831000,1324.120000,1117.280000,183.347000,1392.330000,845.702000,-385.977000,1475.780000,787.761000,-517.605000,1430.690000,744.458000,-646.563000,1400.930000,814.130000,-677.756000,1479.250000,931.295000,-636.039000,1537.550000,925.701000,-712.037000,1549.910000,929.874000,-663.433000,1615.760000,964.143000,-152.494000,976.859000,886.956000,-412.025000,979.321000,757.562000,-178.849000,1000.870000,723.348000,-288.543000,997.891000,912.873000,-32.390000,817.381000,912.232000,60.510600,513.405000,878.712000,153.738000,360.835000,823.198000,239.139000,85.970300,759.537000,202.781000,63.600700,965.040000,224.411000,50.367500,819.285000,-501.096000,798.983000,894.554000,-621.742000,521.539000,848.660000,-693.416000,344.234000,840.663000,-753.241000,75.754600,803.610000,-699.874000,54.548200,990.838000,-801.459000,51.108100
1089.850000,-219.474000,1601.500000,1029.760000,-342.910000,1610.670000,955.713000,-150.874000,1626.060000,900.645000,-282.253000,1637.460000,838.118000,-211.031000,1467.950000,779.112000,-227.278000,1215.400000,982.796000,-252.134000,1386.460000,1026.070000,-279.367000,1207.530000,748.432000,-345.009000,1364.230000,908.762000,-45.935300,1434.240000,887.195000,52.107700,1333.520000,906.420000,172.856000,1237.520000,1002.340000,195.510000,1277.510000,1120.680000,148.486000,1329.060000,1125.750000,226.452000,1324.240000,1117.070000,183.122000,1392.540000,844.653000,-386.173000,1475.300000,786.139000,-517.472000,1429.780000,742.313000,-646.154000,1399.600000,811.865000,-677.798000,1477.850000,929.257000,-636.682000,1536.210000,923.255000,-712.696000,1548.450000,927.722000,-664.200000,1614.400000,964.606000,-152.668000,976.861000,886.881000,-412.135000,978.990000,757.895000,-178.697000,1000.510000,723.476000,-288.330000,997.426000,913.585000,-32.458500,817.262000,912.933000,60.468900,513.260000,879.221000,153.707000,360.735000,823.245000,239.129000,85.981500,759.558000,202.736000,63.647100,965.033000,224.377000,50.362200,819.352000,-501.070000,798.719000,894.958000,-622.080000,521.567000,848.954000,-693.650000,344.270000,840.685000,-753.259000,75.744000,803.640000,-699.875000,54.575200,990.851000,-801.513000,51.091500
1089.120000,-221.248000,1601.980000,1028.020000,-344.173000,1610.960000,955.445000,-151.485000,1625.960000,899.281000,-282.446000,1637.190000,837.706000,-211.208000,1467.740000,779.034000,-227.142000,1215.060000,982.339000,-252.661000,1386.320000,1025.670000,-279.767000,1207.360000,747.740000,-344.707000,1363.690000,908.781000,-46.259100,1434.330000,887.217000,51.794400,1333.580000,906.416000,172.545000,1237.590000,1002.350000,195.199000,1277.610000,1120.600000,148.063000,1329.340000,1125.820000,226.010000,1324.330000,1116.980000,182.811000,1392.740000,843.639000,-386.415000,1474.810000,784.539000,-517.373000,1428.840000,740.180000,-645.766000,1398.210000,809.609000,-677.903000,1476.380000,927.243000,-637.436000,1534.800000,920.819000,-713.467000,1546.900000,925.597000,-665.112000,1612.960000,965.037000,-152.846000,976.863000,886.775000,-412.248000,978.665000,758.200000,-178.558000,1000.160000,723.577000,-288.129000,996.980000,914.253000,-32.542400,817.147000,913.589000,60.410100,513.121000,879.698000,153.663000,360.639000,823.291000,239.114000,85.994800,759.576000,202.689000,63.689300,965.023000,224.340000,50.358500,819.371000,-501.054000,798.463000,895.313000,-622.421000,521.594000,849.216000,-693.885000,344.300000,840.710000,-753.282000,75.730700,803.669000,-699.882000,54.602000,990.866000,-801.572000,51.066500
1088.460000,-223.133000,1602.390000,1026.320000,-345.525000,1611.180000,955.291000,-152.181000,1625.870000,898.010000,-282.707000,1636.920000,837.332000,-211.423000,1467.550000,778.953000,-227.020000,1214.740000,981.902000,-253.222000,1386.180000,1025.260000,-280.181000,1207.180000,747.065000,-344.429000,1363.160000,908.842000,-46.621300,1434.440000,887.284000,51.462700,1333.690000,906.456000,172.212000,1237.700000,1002.420000,194.850000,1277.730000,1120.590000,147.572000,1329.580000,1125.960000,225.502000,1324.410000,1116.990000,182.408000,1392.910000,842.654000,-386.696000,1474.310000,782.962000,-517.302000,1427.870000,738.058000,-645.397000,1396.770000,807.365000,-678.068000,1474.860000,925.251000,-638.295000,1533.340000,918.393000,-714.342000,1545.270000,923.498000,-666.158000,1611.470000,965.442000,-153.028000,976.866000,886.636000,-412.363000,978.348000,758.480000,-178.425000,999.841000,723.653000,-287.932000,996.553000,914.881000,-32.639800,817.037000,914.203000,60.335200,512.987000,880.145000,153.603000,360.546000,823.335000,239.092000,86.010300,759.590000,202.637000,63.727200,965.010000,224.297000,50.356600,819.339000,-501.043000,798.214000,895.613000,-622.758000,521.620000,849.445000,-694.116000,344.325000,840.738000,-753.310000,75.714900,803.697000,-699.894000,54.627600,990.882000,-801.637000,51.034900
